username,follower_count,following_count,profile_pic,account_activity,region,total_posts,total_likes,total_comments,activity_pm
sbusherdb,8419,9042,true,20,USA,14,16,247,66400
kelstonedc,8793,7146,false,10,Canada,99,796,172,67295
kdericotdd,6898,1734,true,17,India,35,491,305,40177
tdericutde,5092,7990,true,6,USA,58,280,220,34486
dmolineuxdf,2148,4504,false,19,Canada,77,864,86,6344
jortetdg,6304,8828,true,2,India,19,456,183,85338
wlisamoredh,7115,7619,true,14,Canada,17,454,183,17678
bwitnalldi,741,5040,true,18,India,78,476,6,64449
eshatliffdj,7623,2397,false,7,India,76,101,345,98351
alegerwooddk,2470,8316,true,9,Canada,65,504,477,6917
rduchesnedl,5688,1997,true,6,USA,20,954,317,24499
usnailhamdm,6443,647,false,19,Canada,52,194,423,34041
eboughdn,7628,1318,true,8,USA,93,674,284,61927
msommerfelddo,3409,9911,false,7,Canada,8,209,432,72017
clevanedp,6069,8389,true,4,USA,37,613,442,3442
djulliandq,4705,8852,false,20,USA,39,32,211,22800
bgulbergdr,6609,7754,true,16,Canada,12,668,346,66623
pbuffyds,9298,9239,true,3,Canada,2,565,401,6097
ksamwayedt,7725,550,false,18,USA,10,895,413,73124
cverndu,938,1346,false,11,India,87,332,358,28308
dmaliffedv,6727,9711,true,3,USA,3,630,393,95960
myarralldw,1958,920,true,19,India,10,52,226,39533
dlyndedx,7470,1973,false,18,USA,55,863,120,33972
uthorwarthdy,8357,1581,true,8,India,48,676,168,43743
gwhyborndz,9879,259,true,4,USA,11,235,84,45683
egriswaitee0,9891,5233,true,1,USA,58,594,408,822
scoggane1,5620,3263,true,12,India,73,620,276,29566
oridoutte2,3737,8451,true,10,USA,75,358,98,6034
knourye3,8091,997,false,15,Canada,37,470,289,51241
ahancorne4,5106,2315,true,20,USA,4,867,297,12478
kpennycuicke5,9909,8528,false,8,USA,90,113,305,13874
pbussonse6,6472,6376,true,9,India,75,4,10,60716
apaolie7,6851,4459,true,9,India,11,223,63,33890
ahowitte8,8904,3916,false,3,India,61,5,13,30397
cbeige9,6643,9444,true,6,India,74,39,492,23858
esilverlockea,9172,2805,false,1,USA,25,857,333,49244
jhoulridgeeb,8790,2194,false,16,USA,44,541,44,23241
pavesec,1060,7178,true,12,USA,59,942,471,47376
jziemed,3405,4083,false,17,USA,20,679,357,12838
dgievesee,4201,5530,true,13,USA,74,748,452,99129
slansberryef,3029,6215,false,5,Canada,52,303,58,15952
mdalgarnowcheg,8418,5771,true,17,India,66,697,437,10017
bwildasheh,2659,2811,true,2,Canada,25,863,315,28319
mclilverdei,1114,6169,true,10,USA,36,272,382,70269
lboothjarvisej,2716,7365,false,7,Canada,71,88,211,81530
hmayberyek,981,2286,false,1,USA,65,194,298,90784
ccotterrillel,5069,3178,true,17,Canada,100,667,19,17492
rprendergrastem,7462,9385,true,8,Canada,53,192,304,3191
creeken,5592,15,false,7,USA,72,934,214,69010
dducareleo,9592,4963,true,10,USA,93,567,211,30717
cterrisep,2511,1175,false,17,India,49,564,350,95770
esutehalleq,2499,2962,true,10,USA,60,250,494,37178
cdundridgeer,8917,9434,true,3,India,29,328,328,7741
mmeneelyes,9720,9489,false,5,Canada,1,381,392,66544
bgreeneet,8742,9741,false,7,India,12,721,276,89234
pborreleu,2156,5478,true,6,USA,83,618,307,76060
nburdyttev,4761,2878,false,10,India,89,59,233,80822
cpaulsonew,4271,5037,false,13,USA,44,536,408,11767
ctremouletex,8772,6413,false,5,India,100,118,11,75478
kfroggattey,6207,3761,false,20,Canada,87,966,27,26975
baxtonez,1709,4022,false,1,Canada,60,374,301,15895
vcaddockf0,2679,9551,false,4,India,29,986,80,36291
lsimeonf1,4894,1827,false,15,Canada,26,844,405,11781
tdunkerlyf2,4005,7196,true,18,USA,65,108,465,1651
jdeethf3,6004,3978,true,19,India,29,490,104,53674
erojasf4,246,6383,false,10,Canada,80,149,478,84221
thimsworthf5,3951,655,true,7,Canada,25,143,337,97649
owhicherf6,7305,9361,true,17,India,22,878,389,99175
zpiserf7,7833,4832,false,19,Canada,91,964,222,19810
plubmanf8,1167,2414,false,18,India,99,803,397,94521
odemeltf9,4960,1729,true,18,USA,20,196,165,76287
bgagenfa,3053,5577,true,17,Canada,64,713,360,49309
cellerayfb,9798,8336,true,14,India,9,632,126,93128
awolfendalefc,8791,6222,false,19,India,20,599,334,2179
cickovicfd,6195,5003,true,18,Canada,91,837,237,57087
lpeattiefe,202,6397,true,2,Canada,40,563,300,443
estrothersff,2762,1923,false,16,USA,17,909,115,75247
jcantuafg,5562,5507,true,3,USA,47,22,189,97300
clubefh,8875,775,false,9,USA,33,442,495,73558
gharnwellfi,7638,2928,false,17,Canada,46,662,352,24373
zbotlerfj,3837,6277,true,6,India,4,741,385,17454
lkynanfk,890,3283,false,7,India,70,54,19,60200
alerohanfl,3915,5867,false,11,Canada,39,469,152,46202
tfarrfm,438,1298,true,7,Canada,74,24,76,14361
wdavenallfn,4295,1705,true,11,USA,83,745,239,40463
thawkswoodfo,2943,2144,true,3,India,44,394,164,17427
oturtlefp,9897,1060,true,18,Canada,84,681,345,39775
zritellifq,1649,2281,false,11,Canada,60,992,217,44173
amarvalfr,5437,3474,true,20,Canada,34,266,438,58070
dtumininifs,2687,2601,true,5,India,17,877,367,202
emostynft,1694,7182,true,13,USA,66,534,392,29210
dclooneyfu,5724,8672,true,8,Canada,12,76,473,43844
jblindefv,3969,1182,false,19,India,99,398,146,21535
asaturleyfw,8188,9436,false,10,Canada,6,630,23,78108
hjobbingfx,4046,8200,true,10,Canada,21,921,353,7217
jkinnenfy,7960,3798,true,9,India,59,947,411,6872
smarcombefz,4603,8644,false,17,India,63,77,376,49237
jcarrolg0,9893,7885,false,7,Canada,30,202,28,72622
cbabbidgeg1,1102,4871,true,11,USA,29,2,117,64581
rbinnallg2,6799,4237,true,20,Canada,94,347,339,27467
dwitcombeg3,4968,5752,true,15,India,27,816,388,98761
kmckeagg4,5287,4228,false,11,USA,56,0,178,1431
rtilbeyg5,5868,6409,false,8,India,6,384,176,32738
chamshereg6,2649,2121,true,19,USA,87,324,255,16555
jhalburtong7,6534,3369,false,18,India,70,371,265,37210
ccorderyg8,2001,5974,true,5,India,46,2,457,91427
dsutcliffg9,9612,5601,false,5,Canada,96,307,163,74397
cmillichapga,3077,7024,false,20,USA,36,618,150,63627
jfolleygb,3154,1490,false,16,Canada,10,557,492,74486
fmccurtaingc,302,8316,false,11,USA,87,231,408,76223
tcorkillgd,2455,4381,true,11,Canada,57,109,275,50583
ewinleyge,639,5877,true,7,Canada,50,729,420,13316
gsharphurstgf,623,2333,true,5,Canada,42,847,80,3262
sdrewerygg,4898,3886,true,6,Canada,87,38,198,54590
wpetrasekgh,3280,7577,true,1,Canada,46,958,305,2977
msimonsgi,6508,2891,false,7,Canada,60,281,48,24305
apynngj,985,7604,true,12,India,26,261,183,3345
atallisgk,3534,5803,false,11,India,43,256,201,86172
jrengl,3065,7325,false,8,India,76,393,144,59166
jsimcoxgm,7439,1160,false,4,India,79,665,174,63757
lmillwardgn,7507,6721,false,13,India,21,323,345,6826
ncreebogo,7891,5610,true,14,India,74,847,182,94834
utroutbeckgp,4483,2896,true,11,USA,71,240,108,37086
askippengq,6694,6087,false,7,India,84,894,467,54153
nartistgr,5033,2898,false,1,USA,91,958,437,52926
bbountiffgs,5334,3574,false,20,USA,43,0,162,41438
nrydzynskigt,2836,4764,true,5,Canada,60,314,298,4240
glempertzgu,7190,2446,true,9,Canada,7,989,202,23787
mcrabtreegv,9334,5438,false,18,Canada,9,902,78,6987
bbillinggw,8608,1788,true,6,Canada,18,975,16,73658
ogoldringgx,3622,2431,true,11,India,48,700,218,62911
aamargy,3320,8802,false,8,USA,31,62,149,63958
estanwaygz,6027,4169,false,17,India,28,224,362,89987
hgiovanizioh0,3222,6249,false,17,India,52,475,76,23110
mlongh1,3892,2413,true,17,India,63,338,203,60806
gmcallisterh2,2654,9154,false,12,India,0,524,170,88744
scraneyh3,6801,5658,false,11,USA,4,160,55,56621
lbrehath4,7808,4788,false,1,India,22,706,210,28609
jwhipph5,4912,5866,false,7,Canada,97,298,188,31875
jwerndlyh6,4426,1616,true,14,USA,44,318,205,95189
dsykesh7,4076,6979,true,20,Canada,21,588,295,14657
efitzharrish8,9525,6731,false,13,USA,58,637,409,67358
lhorriganh9,538,6087,true,4,Canada,49,534,379,21266
hozanneha,8830,5058,false,4,India,28,430,384,37376
kprayhb,84,4236,false,5,India,6,204,206,79516
estannerhc,1916,7302,true,17,India,0,6,14,28006
mrawlisonhd,4629,4985,true,1,India,92,148,144,78558
rleedhe,893,4722,true,18,USA,36,72,331,41973
dgawnhf,3018,9217,false,2,India,59,29,311,12553
csimisterhg,2714,1378,true,1,Canada,58,70,495,8790
cmcenteehh,8216,1849,true,6,Canada,46,450,335,68558
hwilcockeshi,7715,7822,false,3,India,54,621,84,63189
fwhitelockhj,5036,4935,true,14,Canada,82,592,116,9398
lkennerknechthk,7235,8145,true,19,USA,19,211,97,63059
llinayhl,1678,8837,false,10,India,74,261,230,50833
dchallenshm,2140,6962,true,15,India,67,928,17,51308
tburtwistlehn,4580,4893,true,12,USA,75,294,174,44927
gemmotho,6014,4849,false,8,USA,31,303,85,60627
hcrudgingtonhp,2776,3419,false,9,India,23,561,373,77518
wrolancehq,2465,8251,true,13,USA,60,564,94,52798
mbouldshr,9817,2044,true,20,USA,18,95,351,7572
jsilverwoodhs,3773,348,false,11,India,66,880,222,87533
totimonyht,4369,5675,true,3,USA,52,381,211,95629
mmockerhu,8747,1312,true,9,USA,30,46,391,98663
bbrittlehv,9999,883,true,8,Canada,71,259,210,15392
mminshullhw,1001,7243,true,9,India,78,6,473,98067
cticehx,9199,6878,true,7,India,75,163,1,78630
ldurnianhy,3099,4521,true,10,USA,19,757,217,99377
mfarnhz,2012,5942,true,5,Canada,32,59,247,36124
llagoi0,3774,9856,true,8,Canada,48,399,472,27157
omccolei1,1010,3752,false,20,Canada,81,372,215,81072
istroodi2,3233,7518,true,16,Canada,94,673,41,46324
lpomfreti3,4022,24,true,16,Canada,89,787,237,79597
vmurbyi4,8765,1856,false,1,India,27,497,336,23214
amolesworthi5,1364,6003,false,14,India,81,959,465,31167
kconibeeri6,7866,575,true,18,USA,62,744,370,58540
livesi7,6438,1731,true,12,USA,34,836,271,80593
rtaplini8,2962,2615,true,8,USA,81,73,56,19021
rtuplingi9,1185,6264,true,13,Canada,85,517,402,55025
mdonovania,4695,6864,true,8,India,56,545,99,35949
lgrundyib,9737,9956,true,16,India,42,193,328,86239
kbrodneckeic,8232,7912,true,13,USA,31,39,424,77329
ucorderoyid,4866,1201,true,2,USA,50,655,206,56948
adealie,2759,8204,false,17,India,36,969,0,77105
ckelbererif,7078,412,true,15,India,38,653,472,83123
vslaightig,5491,5376,false,14,India,66,398,8,84599
alowthianih,9241,2491,true,2,USA,96,272,368,85345
jdoornbosii,3480,9475,true,16,Canada,70,262,87,44657
kleiferij,8945,6775,true,17,India,47,758,48,5605
lladdleik,9109,794,false,10,Canada,72,113,158,45749
ngriffenil,3279,1681,true,15,Canada,87,860,12,75799
loliverpaullim,2434,5559,false,15,India,42,146,330,13076
dnoenin,3361,7448,false,11,Canada,14,605,84,74959
rjanesio,7117,2408,true,18,India,4,337,53,8814
odabinettip,9033,9713,true,12,USA,86,310,17,97977
gjedrzejewicziq,4592,4866,false,11,India,76,328,163,34570
btutchingsir,2055,4698,false,20,USA,19,968,136,24060
hgreystockis,7159,8600,true,4,USA,89,134,283,48332
avillait,4320,8639,false,9,USA,53,661,390,70201
jfaucettiu,5413,8383,true,8,USA,86,56,423,8465
flaugieriv,3823,653,true,14,USA,87,157,471,65911
lbouldeiw,265,4894,false,17,India,76,499,343,9220
jshrieveix,2657,2981,false,2,Canada,49,934,251,82474
efladgateiy,7592,7390,true,13,Canada,54,571,174,13688
sabrahamseniz,9049,6207,false,17,USA,100,370,367,22804
tparlourj0,4279,7986,false,10,Canada,35,765,222,2325
kgartinj1,200,482,true,11,India,36,972,10,23507
treadittj2,5651,1299,true,18,Canada,71,171,237,59048
sschukertj3,965,4406,false,1,USA,60,401,48,27806
ldumingoj4,2285,6660,true,5,Canada,43,315,247,64284
dlerhinanj5,6015,4938,false,1,USA,9,443,433,57674
gletessierj6,8154,5921,true,15,India,73,67,110,97685
mbrazearj7,7100,6495,false,2,India,17,840,200,5959
jbehrensj8,5998,4660,false,7,USA,39,445,414,40458
rklynj9,9428,426,true,13,USA,36,730,150,56494
amulhollandja,4322,1932,true,20,Canada,76,95,32,39959
hsturrorjb,7660,7635,false,20,India,62,453,410,22474
mbanishevitzjc,4974,1362,true,15,USA,94,70,219,49951
esirljd,2578,9914,false,19,USA,88,404,414,96632
rnapoleonje,9717,2730,true,3,India,85,819,150,35195
dharnorjf,5970,6603,true,18,Canada,20,321,165,15396
lwinstonjg,3190,880,true,6,India,31,796,262,58479
adybaldjh,6847,6708,true,7,India,4,309,208,61941
pdumbellji,8818,1852,false,5,India,58,117,303,8918
htwinbournejj,9039,1465,true,12,USA,84,856,143,85299
odurjk,8748,4689,true,17,Canada,7,770,40,32677
pmatticcijl,3608,5442,false,9,Canada,56,531,446,28825
tgarmonjm,557,5130,true,20,Canada,7,423,489,37255
gsalamonjn,5587,9301,false,15,Canada,81,500,51,31542
gjohannessonjo,9371,1117,false,4,USA,6,868,417,40281
tcordiejp,3835,5298,true,1,Canada,16,252,483,30931
fmaccartanjq,5917,1904,false,19,Canada,60,812,420,52737
tledgerjr,3876,3153,true,11,USA,47,637,38,8886
felmerjs,9880,9171,true,10,USA,22,746,486,29541
cbancejt,4966,7355,false,5,USA,16,167,227,91361
glachaizeju,5510,164,true,17,Canada,52,138,80,57137
bpottiejv,9577,4666,false,16,USA,20,679,421,64267
apicfordjw,7808,7527,false,7,USA,6,506,481,88351
oclaeskensjx,7544,3138,false,20,USA,90,706,351,56546
hjewesjy,8154,2644,false,8,India,52,375,372,67295
shavertyjz,8905,163,false,6,Canada,65,790,351,52022
aduckeringk0,7372,1763,false,7,India,34,1000,308,76266
epechacekk1,1505,579,true,20,Canada,34,686,6,15737
dcopek2,4810,386,false,10,India,15,504,465,22950
rmalcolmsonk3,4260,3719,false,13,USA,4,158,298,1173
jgregorink4,4251,7494,true,13,India,38,108,410,64663
fmacgiollak5,6246,4482,true,11,India,1,358,447,83136
epavyerk6,3527,4599,false,20,India,48,25,169,11256
ihinchcliffek7,1785,8382,false,17,USA,24,438,344,44054
spelerink8,1183,8118,false,11,USA,42,241,88,15794
glunneyk9,6738,6515,false,12,India,67,199,388,17438
epercheka,8403,8422,true,8,USA,47,559,66,77018
dsparhamkb,671,6213,true,15,USA,62,395,18,67416
ssterlingkc,1512,2202,true,7,USA,53,676,389,83912
awardhaughkd,4600,3598,true,8,USA,25,498,153,2837
rgullefordke,8916,1241,false,16,USA,80,958,42,75501
dsellmankf,1212,4746,false,18,USA,76,304,20,65212
gscarekg,7449,8721,true,9,India,14,204,240,19420
jgodierkh,4881,9947,false,6,Canada,34,617,249,69065
joleyki,7234,1451,true,14,USA,97,772,470,42864
ctomczynskikj,1793,8848,true,14,Canada,59,313,473,6569
llearmontkk,110,4112,false,4,India,50,112,489,10698
ncardoekl,7799,6961,true,16,USA,42,651,469,90557
mplaisterkm,7855,7477,true,16,India,41,392,242,8865
kparffreykn,1047,7073,true,18,Canada,14,916,492,92109
psavinko,9017,3325,false,2,India,40,355,231,95641
claitykp,8410,7813,false,7,India,49,175,47,86369
aberresfordkq,1025,4253,true,12,Canada,47,602,359,38093
atremethackkr,8421,2529,true,9,India,1,921,48,2831
arigardeauks,3193,883,true,19,USA,60,108,140,44888
jcopellikt,3099,4255,false,14,India,90,252,138,61690
kdunlapku,2989,6800,false,19,Canada,90,660,109,59852
dhazelbykv,8569,7947,false,1,India,82,889,403,52947
pmitroshinovkw,8032,7016,false,12,USA,57,187,323,50929
ehinrichskx,5737,7023,false,2,India,9,167,489,362
lludlomky,4558,3793,true,16,Canada,11,310,305,25140
hhearsonkz,1591,3092,true,20,India,100,141,21,32398
dcorderl0,1818,2195,true,20,India,31,189,5,51746
zthorl1,5019,1815,false,5,Canada,34,658,436,13397
aoconnollyl2,8885,7563,true,7,USA,80,20,47,38495
gsimonittol3,7615,8160,false,15,Canada,97,850,47,35210
ppennettil4,6824,4014,false,12,India,83,450,164,82336
mromkel5,9313,547,true,9,USA,50,625,394,74785
bgreallyl6,5174,4938,true,11,Canada,59,549,478,56454
malvenl7,6749,3025,true,5,USA,85,211,209,13107
lgehringerl8,2004,1258,false,8,India,44,445,137,52418
sfawdryl9,3947,1272,false,8,Canada,17,602,372,34378
csandiferla,8352,192,false,10,Canada,0,766,326,34297
jgisbeylb,1691,5877,false,19,India,95,3,239,25732
fhuckerbylc,3674,2254,true,8,India,16,451,84,91877
tfrostickld,1550,1437,false,4,Canada,84,97,245,4528
sshoutle,2415,6314,true,1,Canada,67,208,90,96911
rcordeletlf,568,4401,false,11,India,49,79,380,86441
lcamseylg,8026,2129,false,11,Canada,62,376,40,95881
hnorcottlh,6450,3058,false,6,USA,86,229,295,14567
acartmanli,6277,171,false,19,USA,93,57,158,16340
srolinsonlj,5754,3854,false,17,USA,71,244,196,10694
ameuselk,5050,5246,true,17,India,27,494,11,2201
mmalatalantll,7628,6617,true,2,India,52,830,405,31861
sroyalllm,3873,6154,false,4,India,37,351,404,79389
emaddysonln,3742,5304,false,11,India,9,730,65,85432
csargersonlo,6912,1762,true,11,USA,16,221,1,71623
kpaveselp,2762,9625,true,15,USA,33,180,468,65653
aabbatuccilq,4126,8781,true,5,India,51,226,292,28720
hconanlr,388,9454,true,11,USA,52,412,65,24516
dramblels,1626,1016,false,3,Canada,72,691,472,1390
nbergetlt,2788,3807,true,20,Canada,90,326,350,31189
npairemanlu,1773,5408,false,5,USA,22,399,122,53986
mkewardlv,2808,6533,false,16,India,96,224,465,63289
wkellylw,6507,167,false,7,India,52,731,468,15437
edavorenlx,60,3193,false,12,USA,32,615,291,35738
livanonkoly,6705,9780,true,14,India,38,354,498,26114
mkitterlz,4004,2758,true,13,India,87,414,19,92144
ccaretm0,2996,9074,false,20,India,28,669,168,61518
kballintynem1,7216,3116,false,16,Canada,96,499,341,54234
pluchettim2,9981,5375,false,20,USA,39,238,419,89211
wwalewiczm3,2266,4785,true,6,India,54,880,308,35612
nmccreerym4,9110,972,false,3,USA,91,44,494,44438
rdessaurm5,9477,8869,false,14,Canada,37,694,275,8420
jsizzeym6,6314,7522,true,6,USA,92,482,220,7944
ychurchwardm7,8812,6100,true,20,Canada,66,138,144,50122
fguernerm8,574,6265,false,11,USA,29,548,15,61452
rpagenm9,5866,5849,false,16,India,74,765,428,50812
fgouldenma,4258,5550,false,19,India,23,629,475,67156
jdraiseymb,2886,1770,false,20,India,47,136,401,42825
ncollumbinemc,3076,7716,false,18,Canada,25,354,441,1535
dkullmd,3963,7751,false,20,USA,98,492,260,74804
cmcgettiganme,2130,6946,false,12,Canada,55,571,122,50710
hseabrookmf,4143,9857,true,2,USA,32,902,403,75365
bbrumhammg,9818,9346,true,19,USA,94,706,270,39046
bschlagtmansmh,6261,2219,true,9,India,84,502,383,41514
ttingcombmi,6561,3833,true,15,India,0,620,91,38479
nstobiemj,3834,8602,true,3,India,22,710,395,45379
ubaconmk,8761,9110,true,14,USA,13,19,129,88261
csprowleml,6809,546,true,1,USA,96,452,178,93613
dfalcusmm,8501,2908,true,11,India,94,579,312,32254
rriteleymn,4025,4421,false,1,Canada,75,601,30,68715
lpentercostmo,2271,439,true,16,India,70,175,46,26357
ggrosvenormp,5089,5426,false,17,India,43,253,198,10566
traggattmq,8738,1734,true,17,USA,73,66,111,93100
estreetfieldmr,1152,2605,false,8,India,1,284,107,5207
cnicems,136,3573,true,9,Canada,63,267,257,4727
rbuckneymt,2964,8999,true,17,India,12,685,5,46654
rmurdymu,4626,4980,false,13,USA,8,434,277,59060
jklimmekmv,8264,2780,true,13,India,100,593,61,33771
cklaasmw,9630,1269,true,1,USA,29,724,15,87384
cchesnaymx,6591,2326,false,8,India,35,698,253,63131
abrehaultmy,263,7740,true,14,USA,18,317,414,93694
jlukacsmz,8988,5821,false,17,USA,34,959,255,39708
femmensn0,5425,4469,false,9,Canada,73,451,179,16250
rbredeen1,4423,2199,false,18,Canada,16,423,133,11175
cwhitmelln2,3754,6520,false,12,Canada,29,598,35,55892
fdemorenon3,2724,5972,true,14,India,78,229,434,78265
kchesmann4,3428,3667,false,7,India,89,569,319,57818
ushortonn5,5266,8615,true,11,Canada,85,717,16,46991
djesseln6,4913,3305,true,8,India,50,751,467,25771
ljurschn7,6680,5115,true,14,India,68,805,481,45181
cveltin8,415,5461,false,12,India,41,550,463,6276
mgentn9,9098,6693,false,19,Canada,30,305,398,5724
tivanyushinna,5286,5804,false,12,USA,87,355,333,84673
aguynb,2124,716,false,8,USA,37,647,7,42725
khalsteadnc,4297,2236,false,14,Canada,80,276,289,26
rjunifernd,1037,5131,true,15,Canada,76,98,112,67618
ftiltne,4132,9326,true,10,India,3,479,173,7663
ecicullonf,8609,7060,true,5,USA,91,126,262,72661
mcolquyteng,5688,9239,false,11,India,49,69,392,25933
mspaxmannh,9443,5980,false,11,USA,11,27,236,42725
ktavenerni,6370,1271,false,11,India,96,684,200,15152
drowswellnj,2629,4415,false,13,USA,19,413,368,2606
dgoodlattnk,7759,417,true,18,USA,24,526,205,96058
aprobacknl,5764,2352,false,13,Canada,48,844,257,60282
jlowellnm,5272,6861,true,9,USA,39,280,389,70544
abrokenn,6268,2702,true,4,India,33,811,138,77916
fqueyeirono,7740,4732,true,3,India,99,556,15,46737
mbottomleynp,189,5731,true,4,India,17,981,50,68466
dskainnq,8228,1825,true,13,Canada,25,80,436,23762
showlettnr,9842,2071,false,14,Canada,32,587,101,25515
amoyns,1974,5714,true,16,Canada,39,757,490,49118
twickettnt,3361,3813,true,19,Canada,98,858,476,45866
jbaldazzinu,1758,9882,true,5,India,35,72,41,76178
fjuricknv,9077,191,true,15,India,20,676,448,35841
mjumontnw,9751,6371,false,3,USA,79,423,391,45284
isalkeldnx,573,2051,true,6,Canada,33,227,303,58258
aperkinsonny,658,6493,false,19,Canada,89,445,374,42172
rbeddinghamnz,395,1231,false,9,Canada,79,440,79,89549
spuddino0,5201,1614,false,7,USA,87,400,367,47335
ymixhelo1,4850,7679,false,11,Canada,100,78,490,71805
bgoutchero2,3853,8303,false,5,India,41,200,70,89227
pdillistoneo3,9146,7451,false,13,USA,28,2,6,42480
ningramo4,8855,256,true,7,Canada,36,538,7,70834
kmellonbyo5,1007,1261,true,11,India,40,518,310,72809
iabercrombyo6,3674,6143,true,9,USA,59,437,385,14825
gwoolseyo7,2381,1881,false,13,USA,64,852,65,50775
maronstamo8,6545,5082,false,4,India,10,346,276,13208
ncollivero9,9849,4209,true,1,Canada,51,732,374,66264
dmargettsoa,1785,3529,false,18,Canada,41,972,385,5918
lhassanob,3995,2226,false,8,Canada,26,102,304,11655
emcdoualoc,8571,9035,true,10,Canada,58,28,8,63069
dclissod,8970,6997,true,9,India,63,676,180,59973
agommeryoe,9439,1145,false,5,Canada,89,100,49,78417
jtyddof,3042,4496,true,17,USA,44,627,349,24455
mhutchcraftog,2729,9110,true,10,Canada,23,915,243,65673
dtuplingoh,269,9510,false,8,USA,48,349,391,41246
frichfordoi,8877,4233,true,17,Canada,34,785,263,88168
astickelsoj,4025,2968,false,8,USA,87,995,184,55653
bhobbingok,5253,7313,false,6,India,78,491,463,96694
jgreenshielsol,9143,9994,true,11,Canada,92,659,384,86090
hschieferstenom,7374,7667,true,6,USA,69,57,182,42475
wmossbeeon,6343,8030,false,7,USA,16,955,320,69623
odimariaoo,9879,9381,true,15,USA,57,987,326,96408
phartleyop,3463,4911,false,2,Canada,25,703,207,90503
cmackernessoq,6432,5870,false,11,Canada,83,465,451,93382
lharralor,3412,2469,false,2,Canada,81,644,308,37395
dhawkinsos,8194,9236,true,2,USA,80,676,275,90793
gfrancescottiot,8260,838,true,3,USA,11,584,434,32645
jstanfordou,1720,6675,false,17,USA,64,243,242,20285
lhirtheov,9934,3301,true,6,Canada,89,829,472,38031
ebellardow,3859,6054,false,13,USA,21,252,389,51598
ejobbingox,9129,9319,false,3,Canada,88,960,78,49363
kribouoy,5619,7486,true,14,USA,47,864,57,20951
vsantoraoz,4332,4428,false,9,India,56,10,52,55858
mtwitchingp0,9686,6586,false,17,USA,72,162,432,15117
cgreevep1,4348,884,false,5,Canada,0,649,54,88137
borderp2,3162,3952,false,2,Canada,52,214,95,7897
bmethingamp3,3593,3795,true,18,Canada,65,323,414,68988
bkleinsmuntzp4,339,5,true,2,Canada,75,595,252,57297
shepherp5,3791,4100,true,8,India,27,323,135,28567
nbellshamp6,1769,9903,false,18,India,91,723,64,81302
vblakelockp7,9746,4072,false,6,Canada,3,555,265,8760
bfishleighp8,4361,3978,true,8,Canada,57,740,138,99291
ecuerdalep9,2519,8731,false,2,India,73,565,398,21333
gjantetpa,1923,8124,true,11,USA,41,437,15,94033
cswaingerpb,4737,1614,true,3,USA,89,930,438,73548
eknellenpc,5410,2976,true,12,India,74,657,477,15976
mturnorpd,8950,1055,true,9,Canada,88,204,139,7958
meastespe,7041,6547,true,9,USA,51,447,435,95939
rricharsonpf,4320,4101,true,3,India,13,814,362,26905
tradclyffepg,471,1725,true,13,India,69,68,130,99171
rarrighiph,7243,8983,true,8,Canada,58,464,268,90463
gglashbypi,6205,7292,true,2,Canada,71,948,272,60020
aredruppj,1213,5948,false,6,USA,7,854,333,60239
nboutflourpk,8167,2003,true,20,USA,92,332,492,19067
roxendenpl,1567,880,false,13,Canada,18,585,33,13466
kmcvicarpm,2297,8329,true,6,USA,63,425,277,46861
mrollittpn,1149,9911,true,12,USA,38,782,356,29807
hbirtwistlepo,6590,2874,false,3,India,98,626,270,44510
mramiropp,9785,7485,false,5,USA,24,240,369,85887
aruggieropq,5368,3426,false,6,USA,97,748,458,77486
fsatterlypr,9014,5135,false,15,USA,26,892,30,39307
fdandyps,2349,160,true,9,India,42,235,121,57334
oknokpt,3917,51,false,12,India,69,396,495,7485
cterzipu,2544,5377,false,12,India,70,481,362,24019
nperllmanpv,9775,4965,false,14,USA,40,838,359,57710
eubankpw,6360,7873,true,7,USA,62,258,142,38961
alentonpx,9252,7644,false,15,Canada,92,635,305,45818
tbraunstonpy,2768,8030,true,13,India,85,408,309,88808
npleumanpz,8396,9414,true,16,Canada,0,280,321,51438
ecreakq0,9323,5746,false,10,India,51,222,231,72158
dspadottoq1,3719,4009,true,16,India,30,858,448,60181
qfewlessq2,68,7552,true,20,Canada,29,348,197,56018
kbrindedq3,3160,7883,true,7,USA,70,263,391,11262
ovilliersq4,7420,8245,true,18,Canada,58,871,306,86708
rciccoq5,7255,2406,false,8,USA,15,236,133,40888
slooksq6,7078,9594,true,10,USA,3,819,243,97939
jgierkeq7,7862,9133,false,8,India,55,825,54,66484
bedelmanq8,9336,7466,true,16,Canada,17,39,483,60940
cshirleyq9,7111,4807,true,8,Canada,79,581,89,69309
emcdonandqa,8359,7669,true,14,USA,7,99,290,42470
smctiernanqb,8374,3013,true,10,USA,18,631,154,55492
mlefrancqc,331,93,false,11,USA,77,748,161,59996
pthurlbeckqd,8283,7334,true,4,USA,74,558,212,76432
aflippelliqe,9924,5718,false,9,Canada,58,272,323,84629
smccurtainqf,8008,1312,true,9,India,0,407,348,25084
kellikerqg,4400,9954,false,4,Canada,50,922,196,1975
jstannasqh,6905,418,true,11,Canada,28,490,411,41692
dughiniqi,3900,8617,false,11,Canada,28,614,409,50962
dgadeauxqj,4571,5486,false,15,USA,84,468,241,12365
mgiggqk,700,3289,false,4,Canada,46,516,259,31663
